詞彙,注音,英譯,量詞
隱藏,ㄧㄣˇ ㄘㄤˊ,to hide / to conceal / to mask / to shelter / to harbor (i.e. keep sth hidden) / to hide oneself / to lie low / to nestle / hidden / implicit / private / covert / recessed (lighting),
隱士,ㄧㄣˇ ㄕˋ,hermit,
隱約,ㄧㄣˇ ㄩㄝ,vague / faint / indistinct,
印證,ㄧㄣˋ ㄓㄥˋ,to seal / to confirm / to corroborate / to verify,
櫻桃,ㄧㄥ ㄊㄠˊ,cherry,
英勇,ㄧㄥ ㄩㄥˇ,heroic / gallant / valiant,
英語,ㄧㄥ ㄩˇ,English (language),
應,ㄧㄥ,to answer / to respond / to comply with / to deal or cope with,
應,ㄧㄥˋ,to answer / to respond / to comply with / to deal or cope with,
鷹,ㄧㄥ,eagle / falcon / hawk,
營地,ㄧㄥˊ ㄉㄧˋ,camp,
營造,ㄧㄥˊ ㄗㄠˋ,to build (housing) / to construct / to make,
迎,ㄧㄥˊ,to welcome / to meet / to face / to forge ahead (esp. in the face of difficulties),
迎合,ㄧㄥˊ ㄏㄜˊ,to cater to / to pander to,
影射,ㄧㄥˇ ㄕㄜˋ,to refer obliquely to / to insinuate / innuendo,
硬,ㄧㄥˋ,hard / stiff / strong / firm / resolutely / doggedly / good (quality) / able (person),
硬體,ㄧㄥˋ ㄊㄧˇ,(computer) hardware,
應變,ㄧㄥˋ ㄅㄧㄢˋ,to meet a contingency / to adapt oneself to changes,
應酬,ㄧㄥˋ ㄔㄡˊ,social niceties / social interaction / a dinner party,
應急,ㄧㄥˋ ㄐㄧˊ,to respond to an emergency / to meet a contingency / (attributive) emergency,
應驗,ㄧㄥˋ ㄧㄢˋ,to come true / to come about as predicted / to be fulfilled,
應徵,ㄧㄥˋ ㄓㄥ,to apply (for a job) / to reply to a job advertisement,
唷,ㄧㄛ,"final particle expressing exhortation, admiration etc",
湧,ㄩㄥˇ,to bubble up / to rush forth,
踴躍,ㄩㄥˇ ㄩㄝˋ,to leap / to jump / eager / enthusiastically,
用戶,ㄩㄥˋ ㄏㄨˋ,user / consumer / subscriber / customer,
用途,ㄩㄥˋ ㄊㄨˊ,use / application,
用心,ㄩㄥˋ ㄒㄧㄣ,motive / intention / to be diligent or attentive / careful,
悠久,ㄧㄡ ㄐㄧㄡˇ,"long (tradition, history etc)",
悠閒,ㄧㄡ ㄒㄧㄢˊ,leisurely / carefree / relaxed,
優待,ㄧㄡ ㄉㄞˋ,preferential treatment / to give preferential treatment,
優勢,ㄧㄡ ㄕˋ,superiority / dominance / advantage,
優先,ㄧㄡ ㄒㄧㄢ,to have priority / to take precedence,
優異,ㄧㄡ ㄧˋ,exceptional / outstandingly good,
鈾,ㄧㄡˋ,uranium (chemistry) / Taiwan pr. [you4],
由來,ㄧㄡˊ ㄌㄞˊ,origin,
遊覽,ㄧㄡˊ ㄌㄢˇ,to go sightseeing / to tour / to visit,次
油田,ㄧㄡˊ ㄊㄧㄢˊ,oil field,
油條,ㄧㄡˊ ㄊㄧㄠˊ,youtiao (deep-fried breadstick) / slick and sly person,根
友愛,ㄧㄡˇ ㄞˋ,friendly affection / fraternal love,
有機,ㄧㄡˇ ㄐㄧ,organic,
有理,ㄧㄡˇ ㄌㄧˇ,reasonable / justified / right / (math.) rational,
有所,ㄧㄡˇ ㄙㄨㄛˇ,somewhat / to some extent,
有為,ㄧㄡˇ ㄨㄟˊ,promising / to show promise,
有限,ㄧㄡˇ ㄒㄧㄢˋ,limited / finite,
有形,ㄧㄡˇ ㄒㄧㄥˊ,material / tangible / visible / shapely,
有心人,ㄧㄡˇ ㄒㄧㄣ ㄖㄣˊ,resolute person / person with aspirations / people who feel / people who use their heads,
有益,ㄧㄡˇ ㄧˋ,useful / beneficial / profitable,
有意,ㄧㄡˇ ㄧˋ,to intend / intentionally / interested in,
有緣,ㄧㄡˇ ㄩㄢˊ,related / brought together by fate,
誘惑,ㄧㄡˋ ㄏㄨㄛˋ,to entice / to lure / to induce / to attract,
幼稚,ㄧㄡˋ ㄓˋ,young / childish / puerile,
于,ㄩˊ,to go / to take / sentence-final interrogative particle / variant of 於[yu2],
於,ㄩˊ,(literary) Oh! / Ah!,
逾,ㄩˊ,to exceed / to go beyond / to transcend / to cross over / to jump over,
餘,ㄩˊ,"variant of 餘[yu2], remainder",
餘,ㄩˊ,"variant of 餘[yu2], remainder",
愚蠢,ㄩˊ ㄔㄨㄣˇ,silly / stupid,
輿論,ㄩˊ ㄌㄨㄣˋ,public opinion,
漁民,ㄩˊ ㄇㄧㄣˊ,fisherman / fisher folk,
予,ㄩˇ,to give,
予以,ㄩˇ ㄧˇ,to give / to impose / to apply,
與會,ㄩˋ ㄏㄨㄟˋ,to participate in a meeting,
雨季,ㄩˇ ㄐㄧˋ,rainy season,
語文,ㄩˇ ㄨㄣˊ,literature and language / (PRC) Chinese (as a school subject),
宇宙,ㄩˇ ㄓㄡˋ,universe / cosmos,
愈,ㄩˋ,the more...(the more...) / to recover / to heal / better,
玉器,ㄩˋ ㄑㄧˋ,jade artifact,
預測,ㄩˋ ㄘㄜˋ,to forecast / to predict,
預防,ㄩˋ ㄈㄤˊ,to prevent / to take precautions against / to protect / to guard against / precautionary / prophylactic,
預告,ㄩˋ ㄍㄠˋ,to forecast / to predict / advance notice,
預估,ㄩˋ ㄍㄨ,to estimate / to forecast / prediction / projection,
預賽,ㄩˋ ㄙㄞˋ,preliminary competition / to hold preliminary heats,
預約,ㄩˋ ㄩㄝ,booking / reservation / to book / to make an appointment,
寓言,ㄩˋ ㄧㄢˊ,fable,則
園林,ㄩㄢˊ ㄌㄧㄣˊ,gardens / park / landscape garden,
元氣,ㄩㄢˊ ㄑㄧˋ,strength / vigor / vitality / (TCM) vital energy,
元首,ㄩㄢˊ ㄕㄡˇ,head of state,
元素,ㄩㄢˊ ㄙㄨˋ,element / element of a set / chemical element,
原,ㄩㄢˊ,former / original / primary / raw / level / cause / source,
原本,ㄩㄢˊ ㄅㄣˇ,originally / original,
原形,ㄩㄢˊ ㄒㄧㄥˊ,original shape / true appearance (under the disguise) / true character,
原野,ㄩㄢˊ ㄧㄝˇ,plain / open country,
原狀,ㄩㄢˊ ㄓㄨㄤˋ,previous condition / original state,
原住民,ㄩㄢˊ ㄓㄨˋ ㄇㄧㄣˊ,indigenous peoples / aborigine,
原子,ㄩㄢˊ ㄗˇ,atom / atomic,
原子彈,ㄩㄢˊ ㄗˇ ㄉㄢˋ,atom bomb / atomic bomb / A-bomb,
援助,ㄩㄢˊ ㄓㄨˋ,to help / to support / to aid / aid / assistance,
遠景,ㄩㄢˇ ㄐㄧㄥˇ,prospect / long-range view,
怨,ㄩㄢˋ,to blame / to complain,
約束,ㄩㄝ ㄕㄨˋ,to restrict / to limit to / to constrain / restriction / constraint,
躍,ㄩㄝˋ,to jump / to leap,
樂隊,ㄩㄝˋ ㄉㄨㄟˋ,band / pop group,支
月台,ㄩㄝˋ ㄊㄞˊ,railway platform,
運,ㄩㄣˋ,to move / to transport / to use / to apply / fortune / luck / fate,
運行,ㄩㄣˋ ㄒㄧㄥˊ,to move along one's course (of celestial bodies etc) / (fig.) to function / to be in operation / (of a train service etc) to operate / to run / (of a computer) to run,
孕婦,ㄩㄣˋ ㄈㄨˋ,pregnant woman,
醞釀,ㄩㄣˋ ㄋㄧㄤˋ,(of alcohol) to ferment / (of a crisis) to be brewing / to mull over (an issue) / to hold exploratory discussions,
栽,ㄗㄞ,to grow / to plant / to insert / to force on sb / to fall head first,
災禍,ㄗㄞ ㄏㄨㄛˋ,disaster,
災情,ㄗㄞ ㄑㄧㄥˊ,disastrous situation / calamity,
在場,ㄗㄞˋ ㄔㄤˇ,to be present / to be on the scene,
在世,ㄗㄞˋ ㄕˋ,to be alive,
在座,ㄗㄞˋ ㄗㄨㄛˋ,to be present,
再三,ㄗㄞˋ ㄙㄢ,over and over again / again and again,
再生,ㄗㄞˋ ㄕㄥ,to be reborn / to regenerate / to be a second so-and-so (famous dead person) / recycling / regeneration,
咱,ㄗㄢˊ,I or me / we (including both the speaker and the person spoken to),
贊助,ㄗㄢˋ ㄓㄨˋ,to support / to assist / to sponsor,
讚嘆,ㄗㄢˋ ㄊㄢˋ,to exclaim in admiration,
讚歎,ㄗㄢˋ ㄊㄢˋ,to exclaim in admiration,
贓物,ㄗㄤ ㄨˋ,booty / stolen property,
遭,ㄗㄠ,"to meet by chance (usually with misfortune) / classifier for events: time, turn, incident",
遭,ㄗㄠ,"to meet by chance (usually with misfortune) / classifier for events: time, turn, incident",
遭,ㄗㄠ,"to meet by chance (usually with misfortune) / classifier for events: time, turn, incident",
遭遇,ㄗㄠ ㄩˋ,to meet with / to encounter / (bitter) experience,
造反,ㄗㄠˋ ㄈㄢˇ,to rebel / to revolt,
造化,ㄗㄠˋ ㄏㄨㄚˋ,good luck / Nature (as the mother of all things),
造物主,ㄗㄠˋ ㄨˋ ㄓㄨˇ,the Creator (in religion or mythology) / God,
造型,ㄗㄠˋ ㄒㄧㄥˊ,to model / to shape / appearance / style / design / form / pose,
責備,ㄗㄜˊ ㄅㄟˋ,to blame / to criticize / condemnation / reproach,
增進,ㄗㄥ ㄐㄧㄣˋ,to promote / to enhance / to further / to advance (a cause etc),
增強,ㄗㄥ ㄑㄧㄤˊ,to increase / to strengthen,
增值,ㄗㄥ ㄓˊ,to appreciate (financially) / to increase in value / value-added (accountancy),
贈,ㄗㄥˋ,to give as a present / to repel / to bestow an honorary title after death (old),
扎,ㄓㄚ,penetrating (as of cold) / struggle,
炸藥,ㄓㄚˋ ㄧㄠˋ,explosive (material),
沾,ㄓㄢ,to moisten / to be infected by / to receive benefit or advantage through a contact / to touch,
盞,ㄓㄢˇ,a small cup / classifier for lamps,
展望,ㄓㄢˇ ㄨㄤˋ,outlook / prospect / to look ahead / to look forward to,
展現,ㄓㄢˇ ㄒㄧㄢˋ,to come out / to emerge / to reveal / to display,
嶄新,ㄓㄢˇ ㄒㄧㄣ,brand new,
占據,ㄓㄢˋ ㄐㄩˋ,to occupy / to hold,
佔據,ㄓㄢˋ ㄐㄩˋ,to occupy / to hold,
佔領,ㄓㄢˋ ㄌㄧㄥˇ,to occupy (a territory) / to hold,
占領,ㄓㄢˋ ㄌㄧㄥˇ,to occupy (a territory) / to hold,
顫抖,ㄓㄢˋ ㄉㄡˇ,to shudder / to shiver / to shake / to tremble,
戰火,ㄓㄢˋ ㄏㄨㄛˇ,conflagration / the fire of war,
戰機,ㄓㄢˋ ㄐㄧ,opportunity in a battle / fighter aircraft / war secret,
戰亂,ㄓㄢˋ ㄌㄨㄢˋ,chaos of war,
戰略,ㄓㄢˋ ㄌㄩㄝˋ,strategy,
戰勝,ㄓㄢˋ ㄕㄥˋ,to prevail over / to defeat / to surmount,
戰士,ㄓㄢˋ ㄕˋ,fighter / soldier / warrior,個
戰術,ㄓㄢˋ ㄕㄨˋ,tactics,
戰線,ㄓㄢˋ ㄒㄧㄢˋ,battle line / battlefront / front,
戰友,ㄓㄢˋ ㄧㄡˇ,comrade-in-arms / battle companion,
戰戰兢兢,ㄓㄢˋ ㄓㄢˋ ㄐㄧㄥ ㄐㄧㄥ,trembling with fear / with fear and trepidation,
張開,ㄓㄤ ㄎㄞ,to open up / to spread / to extend,
張貼,ㄓㄤ ㄊㄧㄝ,to post (a notice) / to advertise,
長子,ㄓㄤˇ ㄗˇ,eldest son,
帳篷,ㄓㄤˋ ㄆㄥˊ,tent,頂 / 座
丈,ㄓㄤˋ,"measure of length, ten Chinese feet (3.3 m) / to measure / husband / polite appellation for an older male",
朝氣,ㄓㄠ ㄑㄧˋ,vitality / dynamism,
著想,ㄓㄠˊ ㄒㄧㄤˇ,to give thought (to others) / to consider (other people's needs) / also pr. [zhao2 xiang3],
找尋,ㄓㄠˇ ㄒㄩㄣˊ,to look for / to seek / to find fault,
沼澤,ㄓㄠˇ ㄗㄜˊ,marsh / swamp / wetlands / glade,
召集,ㄓㄠˋ ㄐㄧˊ,to convene / to gather,
照例,ㄓㄠˋ ㄌㄧˋ,as a rule / as usual / usually,
照耀,ㄓㄠˋ ㄧㄠˋ,to shine / to illuminate,
遮,ㄓㄜ,to cover up (a shortcoming) / to screen off / to hide / to conceal,
遮蔽,ㄓㄜ ㄅㄧˋ,to cover / to hide from view / to obstruct or block / defilade (military),
折騰,ㄓㄜ ㄊㄥˊ,"to toss from side to side (e.g. sleeplessly) / to repeat sth over and over again / to torment sb / to play crazy / to squander (time, money)",
針灸,ㄓㄣ ㄐㄧㄡˇ,acupuncture and moxibustion / to give or have acupuncture and moxibustion,
真情,ㄓㄣ ㄑㄧㄥˊ,real situation / the truth,
診斷,ㄓㄣˇ ㄉㄨㄢˋ,diagnosis / to diagnose,
診所,ㄓㄣˇ ㄙㄨㄛˇ,clinic,
鎮定,ㄓㄣˋ ㄉㄧㄥˋ,calm / unperturbed / cool,
鎮壓,ㄓㄣˋ ㄧㄚ,suppression / repression / to suppress / to put down / to quell,
振動,ㄓㄣˋ ㄉㄨㄥˋ,to vibrate / to shake / vibration,
震驚,ㄓㄣˋ ㄐㄧㄥ,to shock / to astonish,
陣營,ㄓㄣˋ ㄧㄥˊ,group of people / camp / faction / sides in a dispute,
蒸,ㄓㄥ,to evaporate / (of cooking) to steam / torch made from hemp stalks or bamboo (old) / finely chopped firewood (old),
蒸發,ㄓㄥ ㄈㄚ,to evaporate / evaporation,
蒸氣,ㄓㄥ ㄑㄧˋ,vapor / steam,
爭辯,ㄓㄥ ㄅㄧㄢˋ,a dispute / to wrangle,
爭奪,ㄓㄥ ㄉㄨㄛˊ,to fight over / to contest / to vie over,
爭論,ㄓㄥ ㄌㄨㄣˋ,to argue / to debate / to contend / argument / contention / controversy / debate,次 / 場
爭氣,ㄓㄥ ㄑㄧˋ,to work hard for sth / to resolve on improvement / determined not to fall short,
爭議,ㄓㄥ ㄧˋ,controversy / dispute / to dispute,
徵收,ㄓㄥ ㄕㄡ,to levy (a fine) / to impose (a tariff),
掙扎,ㄓㄥ ㄓㄚˊ,to struggle,
整,ㄓㄥˇ,exactly / in good order / whole / complete / entire / in order / orderly / to repair / to mend / to renovate / (coll.) to fix sb / to give sb a hard time / to mess with sb,
整頓,ㄓㄥˇ ㄉㄨㄣˋ,to tidy up / to reorganize / to consolidate / to rectify,
整體,ㄓㄥˇ ㄊㄧˇ,"whole entity / entire body / synthesis / as a whole (situation, construction, team etc) / global / macrocosm / integral / holistic / whole",
整整,ㄓㄥˇ ㄓㄥˇ,whole / full,
正當,ㄓㄥˋ ㄉㄤ,honest / reasonable / fair / sensible,
正面,ㄓㄥˋ ㄇㄧㄢˋ,front / obverse side / right side / positive / direct / open,
正統,ㄓㄥˋ ㄊㄨㄥˇ,orthodox,
正義,ㄓㄥˋ ㄧˋ,justice / righteousness / just / righteous,
政績,ㄓㄥˋ ㄐㄧ,(political) achievements / track record,
政見,ㄓㄥˋ ㄐㄧㄢˋ,political views,
政權,ㄓㄥˋ ㄑㄩㄢˊ,regime / political power,
證券,ㄓㄥˋ ㄑㄩㄢˋ,negotiable security (financial) / certificate / stocks and bonds,
證人,ㄓㄥˋ ㄖㄣˊ,witness,
掙,ㄓㄥˋ,to struggle to get free / to strive to acquire / to make (money),
之內,ㄓ ㄋㄟˋ,inside / within,
之所以,ㄓ ㄙㄨㄛˇ ㄧˇ,the reason why,
支撐,ㄓ ㄔㄥ,to prop up / to support / strut / brace,
支付,ㄓ ㄈㄨˋ,to pay (money),
支配,ㄓ ㄆㄟˋ,to control / to dominate / to allocate,
支應,ㄓ ㄧㄥˋ,to deal with / to wait on / to provide for,
知足,ㄓ ㄗㄨˊ,content with one's situation / to know contentment (hence happiness),
脂肪,ㄓ ㄈㄤˊ,"fat (in the body, in a plant, or in food)",
織,ㄓ,to weave / to knit,
直徑,ㄓˊ ㄐㄧㄥˋ,diameter,
值班,ㄓˊ ㄅㄢ,to work a shift / on duty,
值錢,ㄓˊ ㄑㄧㄢˊ,valuable / costly / expensive,
殖民,ㄓˊ ㄇㄧㄣˊ,colony / colonial,
質量,ㄓˊ ㄌㄧㄤˋ,quality / (physics) mass,個
質疑,ㄓˊ ㄧˊ,to call into question / to question (truth or validity),
職務,ㄓˊ ㄨˋ,post / position / job / duties,
職責,ㄓˊ ㄗㄜˊ,duty / responsibility / obligation,
執照,ㄓˊ ㄓㄠˋ,license / permit,
執政,ㄓˊ ㄓㄥˋ,to hold power / in office,
執著,ㄓˊ ㄓㄨㄛˊ,to be strongly attached to / to be dedicated / to cling to,
止,ㄓˇ,to stop / to prohibit / until / only,
只得,ㄓˇ ㄉㄜˊ,to have no alternative but to / to be obliged to,
指標,ㄓˇ ㄅㄧㄠ,(production) target / quota / index / indicator / sign / signpost / (computing) pointer,
指點,ㄓˇ ㄉㄧㄢˇ,to point out / to indicate / to give directions / to show how (to do sth) / to censure / to pick at,
指揮,ㄓˇ ㄏㄨㄟ,to conduct / to command / to direct / conductor (of an orchestra),個
指揮,ㄓˇ ㄏㄨㄟ,to conduct / to command / to direct / conductor (of an orchestra),個
指控,ㄓˇ ㄎㄨㄥˋ,accusation / a (criminal) charge / to accuse,
指南針,ㄓˇ ㄋㄢˊ ㄓㄣ,compass,
指數,ㄓˇ ㄕㄨˋ,"(numerical, statistical) index / (math.) exponent / index / exponential (function, growth)",
指頭,ㄓˇ ㄊㄡˊ,finger / toe,個
指望,ㄓˇ ㄨㄤˋ,to hope for sth / to count on / hope,
指紋,ㄓˇ ㄨㄣˊ,"fingerprint / the arches, loops and whorls on the fingers",
指引,ㄓˇ ㄧㄣˇ,to guide / to show / to point (the way) / directions / guidance / guidelines,
指正,ㄓˇ ㄓㄥˋ,to point out mistakes or weak points for correction / to comment / criticism,
至,ㄓˋ,to arrive / most / to / until,
至,ㄓˋ,to arrive / most / to / until,
至今,ㄓˋ ㄐㄧㄣ,so far / to this day / until now,
治安,ㄓˋ ㄢ,law and order / public security,
治本,ㄓˋ ㄅㄣˇ,to take radical measures / to get to the root (of a problem etc),
治標,ㄓˋ ㄅㄧㄠ,to treat only the symptoms but not the root cause,
治理,ㄓˋ ㄌㄧˇ,to govern / to administer / to manage / to control / governance,
治療,ㄓˋ ㄌㄧㄠˊ,to treat (an illness) / medical treatment / therapy,
志趣,ㄓˋ ㄑㄩˋ,inclination / interest,
志向,ㄓˋ ㄒㄧㄤˋ,ambition / goal / ideal / aspiration,
致詞,ㄓˋ ㄘˊ,to make a speech / to make some remarks,
致富,ㄓˋ ㄈㄨˋ,to become rich,
致力,ㄓˋ ㄌㄧˋ,to work for / to devote one's efforts to,
致命,ㄓˋ ㄇㄧㄥˋ,fatal / mortal / deadly / to sacrifice one's life,
致意,ㄓˋ ㄧˋ,to send one's greetings / to send best regards / to devote attention to,
智力,ㄓˋ ㄌㄧˋ,intelligence / intellect,
制裁,ㄓˋ ㄘㄞˊ,to punish / punishment / sanctions (incl. economic),
制訂,ㄓˋ ㄉㄧㄥˋ,to work out / to formulate,
製品,ㄓˋ ㄆㄧㄣˇ,products / goods,
滯留,ㄓˋ ㄌㄧㄡˊ,to detain / retention,
中斷,ㄓㄨㄥ ㄉㄨㄢˋ,to cut short / to break off / to discontinue / to interrupt,
中和,ㄓㄨㄥ ㄏㄜˊ,to neutralize / to counteract / neutralization (chemistry),
中立,ㄓㄨㄥ ㄌㄧˋ,neutral / neutrality,
中旬,ㄓㄨㄥ ㄒㄩㄣˊ,middle third of a month,
中葉,ㄓㄨㄥ ㄧㄝˋ,mid- (e.g. mid-century) / middle period,
中醫,ㄓㄨㄥ ㄧ,traditional Chinese medical science / a doctor trained in Chinese medicine,
中庸,ㄓㄨㄥ ㄩㄥ,golden mean (Confucianism) / (literary) (of person) mediocre / ordinary,
忠實,ㄓㄨㄥ ㄕˊ,faithful,
衷心,ㄓㄨㄥ ㄒㄧㄣ,heartfelt / wholehearted / cordial,
終場,ㄓㄨㄥ ㄔㄤˇ,end (of a performance or sports match) / last round of testing in the imperial examinations,
終結,ㄓㄨㄥ ㄐㄧㄝˊ,end / conclusion / to come to an end / to terminate (sth),
終究,ㄓㄨㄥ ㄐㄧㄡˋ,in the end / after all is said and done,
終身,ㄓㄨㄥ ㄕㄣ,lifelong / all one's life / marriage,
種種,ㄓㄨㄥˇ ㄓㄨㄥˇ,all kinds of,
種植,ㄓㄨㄥˋ ㄓˊ,to plant / to grow,
中風,ㄓㄨㄥˋ ㄈㄥ,to suffer a paralyzing stroke,
中獎,ㄓㄨㄥˋ ㄐㄧㄤˇ,to win a prize / a successful gamble,
中肯,ㄓㄨㄥˋ ㄎㄣˇ,pertinent / apropos,
中暑,ㄓㄨㄥˋ ㄕㄨˇ,sunstroke / heatstroke,
重用,ㄓㄨㄥˋ ㄩㄥˋ,to put in an important position,
重鎮,ㄓㄨㄥˋ ㄓㄣˋ,"(military) strategic town / (fig.) major center (for commerce, culture or tourism etc)",
周邊,ㄓㄡ ㄅㄧㄢ,periphery / rim / surroundings / all around / perimeter / peripheral (computing) / spin-offs,
周密,ㄓㄡ ㄇㄧˋ,careful / thorough / meticulous / dense / impenetrable,
周詳,ㄓㄡ ㄒㄧㄤˊ,meticulous / thorough / comprehensive / complete / detailed,
周遊,ㄓㄡ ㄧㄡˊ,to travel around / to tour / to cross,
周轉,ㄓㄡ ㄓㄨㄢˇ,"to rotate / to circulate (cash, stock etc) / turnover / circulation / cash flow",
皺,ㄓㄡˋ,to wrinkle / wrinkled / to crease,
皺紋,ㄓㄡˋ ㄨㄣˊ,wrinkle,道
株,ㄓㄨ,tree trunk / stump (tree root) / a plant / classifier for trees or plants / strain (biology) / to involve others (in shady business),
諸多,ㄓㄨ ㄉㄨㄛ,"(used for abstract things) a good deal, a lot of",
逐,ㄓㄨˊ,to pursue / to chase / individually / one by one,
逐,ㄓㄨˊ,to pursue / to chase / individually / one by one,
逐步,ㄓㄨˊ ㄅㄨˋ,progressively / step by step,
主導,ㄓㄨˇ ㄉㄠˇ,leading / dominant / prevailing / to lead / to direct / to dominate,
主管,ㄓㄨˇ ㄍㄨㄢˇ,in charge / responsible for / person in charge / manager,
主見,ㄓㄨˇ ㄐㄧㄢˋ,one's own view / having definite opinions,
主力,ㄓㄨˇ ㄌㄧˋ,main force / main strength of an army,
主流,ㄓㄨˇ ㄌㄧㄡˊ,main stream (of a river) / fig. the essential point / main viewpoint of a matter / mainstream (culture etc),
主權,ㄓㄨˇ ㄑㄩㄢˊ,sovereignty,
主人翁,ㄓㄨˇ ㄖㄣˊ ㄨㄥ,master (of the house) / main character in a novel etc / hero or heroine,
主義,ㄓㄨˇ ㄧˋ,-ism / ideology,
主宰,ㄓㄨˇ ㄗㄞˇ,to dominate / to rule / to dictate / master,
主旨,ㄓㄨˇ ㄓˇ,gist / main idea / general tenor / one's judgment,
主軸,ㄓㄨˇ ㄓㄡˊ,"axis / principal axis (in mechanics, optics, botany etc) / main axle (of engine)",
囑咐,ㄓㄨˇ ㄈㄨˋ,to tell / to exhort / injunction,
矚目,ㄓㄨˇ ㄇㄨˋ,to focus attention upon,
注定,ㄓㄨˋ ㄉㄧㄥˋ,to be destined / to be fated / to be doomed,
注目,ㄓㄨˋ ㄇㄨˋ,attention / to stare at / to fix attention on sth,
注視,ㄓㄨˋ ㄕˋ,to watch attentively / to gaze at,
注重,ㄓㄨˋ ㄓㄨㄥˋ,to pay attention to / to emphasize,
住戶,ㄓㄨˋ ㄏㄨˋ,household / inhabitant / householder,
住宿,ㄓㄨˋ ㄙㄨˋ,to stay at / lodging / accommodation,
柱子,ㄓㄨˋ ㄗ˙,pillar,根
助教,ㄓㄨˋ ㄐㄧㄠˋ,teaching assistant,
助手,ㄓㄨˋ ㄕㄡˇ,assistant / helper,
佇立,ㄓㄨˋ ㄌㄧˋ,to stand for a long time,
著作,ㄓㄨˋ ㄗㄨㄛˋ,to write / literary work / book / article / writings,部
駐,ㄓㄨˋ,"to halt / to stay / to be stationed (of troops, diplomats etc)",
抓緊,ㄓㄨㄚ ㄐㄧㄣˇ,to grasp firmly / to pay special attention to / to rush in / to make the most of,
專櫃,ㄓㄨㄢ ㄍㄨㄟˋ,sales counter dedicated to a certain kind of product (e.g. alcohol),
專員,ㄓㄨㄢ ㄩㄢˊ,assistant director / commissioner,
專制,ㄓㄨㄢ ㄓˋ,autocracy / dictatorship,
磚,ㄓㄨㄢ,brick,塊
轉動,ㄓㄨㄢˇ ㄉㄨㄥˋ,to rotate (about an axis) / to revolve / to turn / to move in a circle / to gyrate,
轉化,ㄓㄨㄢˇ ㄏㄨㄚˋ,to change / to transform / isomerization (chemistry),
轉機,ㄓㄨㄢˇ ㄐㄧ,(to take) a turn for the better / to change planes,
轉手,ㄓㄨㄢˇ ㄕㄡˇ,to pass on / to resell / to change hands,
轉向,ㄓㄨㄢˇ ㄒㄧㄤˋ,to get lost / to lose one's way,
轉眼,ㄓㄨㄢˇ ㄧㄢˇ,in a flash / in the blink of an eye / to glance,
轉移,ㄓㄨㄢˇ ㄧˊ,to shift / to divert or distract (attention etc) / to change / to transform / metastasis (medicine) / to evacuate (people),
轉帳,ㄓㄨㄢˇ ㄓㄤˋ,to transfer (money to a bank account),
撰寫,ㄓㄨㄢˋ ㄒㄧㄝˇ,to write / to compose,
莊嚴,ㄓㄨㄤ ㄧㄢˊ,solemn / dignified / stately,
裝備,ㄓㄨㄤ ㄅㄟˋ,equipment / to equip / to outfit,
裝潢,ㄓㄨㄤ ㄏㄨㄤˊ,to mount (a picture) / to dress / to adorn / decoration / packaging,
裝配,ㄓㄨㄤ ㄆㄟˋ,to assemble / to fit together,
裝運,ㄓㄨㄤ ㄩㄣˋ,to ship / shipment,
裝置,ㄓㄨㄤ ㄓˋ,to install / installation / equipment / system / unit / device,
壯觀,ㄓㄨㄤˋ ㄍㄨㄢ,spectacular / magnificent sight,
壯麗,ㄓㄨㄤˋ ㄌㄧˋ,magnificence / magnificent / majestic / glorious,
狀元,ㄓㄨㄤˋ ㄩㄢˊ,top scorer in the palace examination (highest rank of the Imperial examination system) / see 榜眼[bang3 yan3] and 探花[tan4 hua1] / top scorer in college entrance examination 高考[gao1 kao3] / (fig.) the most brilliantly talented person in the field / leading light,
